,country,description,designation,points,price,province,region_1,title,variety,winery,millesime,Alsace,Beaujolais,Burgundy,Champagne,France Other,Languedoc-Roussillon,Loire Valley,Southwest France
49380,France,"A fresh, lightweight Chardonnay, hinting at citrus and almonds. There is a taut, tannic edge to the yellow fruits, the acidity turning to a firm texture. Final acidity is fresh and crisp.",Les Charmes,86,21.0,Burgundy,Mâcon-Lugny,Cave de Lugny 2014 Les Charmes  (Mâcon-Lugny),Chardonnay,Cave de Lugny,2014,0,0,1,0,0,0,0,0
49547,France,"This ripe, yellow-fruit-flavored wine has a smooth, rich texture. Full and flavorsome, it conveys a ripe, nutty character. The wine with its warm fruitiness is ready to drink.",,88,18.0,Burgundy,Mâcon Solutré,Domaine Pascal et Mireille Renaud 2021  Mâcon Solutré,Chardonnay,Domaine Pascal et Mireille Renaud,2021,0,0,1,0,0,0,0,0
49555,France,"Made from 65- to 80-year-old vines, this wine offers wood spice as well as apple and citrus fruit flavors. An underlying richness balances the acidity and crisp texture. The wine is ready to drink, although it will be better from 2021.",Climat Sous les Plantes,88,29.0,Burgundy,Viré-Clessé,Bret Brothers 2020 Climat Sous les Plantes  (Viré-Clessé),Chardonnay,Bret Brothers,2020,0,0,1,0,0,0,0,0
49556,France,"Vines in deep red-iron soil on this tiny biodynamic family parcel (1.3 acres) are just coming into their own. This ripe wine balances rich yellow fruit with a tight shot of acidity and citrus. Fresh and crisp with touches of spice and butter., it is ready to drink.",Domaine La Soufrandière Climat les Longeays,88,35.0,Burgundy,Pouilly-Vinzelles,Bret Brothers 2020 Domaine La Soufrandière Climat les Longeays  (Pouilly-Vinzelles),Chardonnay,Bret Brothers,2020,0,0,1,0,0,0,0,0
49563,France,"The magnificently named vineyard, the seat of God, is set in the hills next to Saint-Aubin. This wine is crisp while also having a warm, rich backdrop of yellow fruit. The chalk soil gives the wine its tight minerality and texture. It will be ready to drink from 2021.",Clos de la Chaise Dieu,88,24.0,Burgundy,Hautes Cotes de Beaune,Château de Santenay 2020 Clos de la Chaise Dieu  (Hautes Cotes de Beaune),Chardonnay,Château de Santenay,2020,0,0,1,0,0,0,0,0
49567,France,"Crisp apple flavors show strongly in this wine that offers good acidity and a tight, lively aftertaste. The brightness pushes the citrus character forward, leaving a lively, refreshing aftertaste.",Le Clos,88,29.0,Burgundy,Pouilly-Fuissé,Albert Bichot 2020 Le Clos  (Pouilly-Fuissé),Chardonnay,Albert Bichot,2020,0,0,1,0,0,0,0,0
49570,France,"This wine is ripe and full, with a soft, creamy character that is warm and smooth. A light brushing of toast brings out spice. This attractive, rounded wine is ready to drink now.",Clos Reyssie,88,30.0,Burgundy,Pouilly-Fuissé,Georges Duboeuf 2020 Clos Reyssie  (Pouilly-Fuissé),Chardonnay,Georges Duboeuf,2020,0,0,1,0,0,0,0,0
49573,France,"Spicy, fruity and attractive, this balanced wine has acidity, tight minerality, yellow fruits and a richer texture. Full bodied and generous, it will age well. Drink from 2021.",Vers Cras,88,29.0,Burgundy,Pouilly-Fuissé,Christophe Cordier 2020 Vers Cras  (Pouilly-Fuissé),Chardonnay,Christophe Cordier,2020,0,0,1,0,0,0,0,0
49728,France,"Rich and creamy, rounded by toast and honey with some spiced fruits. The texture is more wood than fruit, needing time to evolve.",Les Chailloux,88,48.0,Burgundy,Pouilly-Fuissé,Jean Rijckaert 2014 Les Chailloux  (Pouilly-Fuissé),Chardonnay,Jean Rijckaert,2014,0,0,1,0,0,0,0,0
49737,France,"Really toasty, honey and lemon style of Chardonnay, tight and crisp. There are plenty of green plum and grapefruit flavors. Deliciously crisp, while also ripe.",Domaine la Soufrandière,88,40.0,Burgundy,Pouilly-Vinzelles,Bret Brothers 2014 Domaine la Soufrandière  (Pouilly-Vinzelles),Chardonnay,Bret Brothers,2014,0,0,1,0,0,0,0,0
49738,France,"While there is a somewhat meaty edge to this wine, it also has good rich texture. It probably needs time to bring out the full potential of its ripe yellow fruits.",En Carementrant,88,50.0,Burgundy,Pouilly-Fuissé,Bret Brothers 2014 En Carementrant  (Pouilly-Fuissé),Chardonnay,Bret Brothers,2014,0,0,1,0,0,0,0,0
49740,France,"A wine that is full in the mouth, offering some wood flavors, also some tight acidity and a final, crisp edge.",Vieilles Vignes,88,56.0,Burgundy,Pouilly-Fuissé,Château de Fuissé 2014 Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,Château de Fuissé,2014,0,0,1,0,0,0,0,0
50213,France,"Ripe tropical-fruit flavors give this wine a rich, rounded character. The attractive apricot and peach fruits are cut by citrus acidity to keep the freshness right up front. An opulent, full-bodied wine, it's ready to drink now.",,90,25.0,Burgundy,Viré-Clessé,Domaine le Virolys 2020  Viré-Clessé,Chardonnay,Domaine le Virolys,2020,0,0,1,0,0,0,0,0
50312,France,The wine is from a tiny parcel (around an acre) of vines that are over 30-years-old. It is concentrated both with fine fruit and sweet acidity. Yellow fruits are cut with lime and green plums. A touch of vanilla gives the wine a full final aftertaste. Drink from 2021.,La Grande Bruyère,90,23.0,Burgundy,Mâcon-Fuissé,Domaine Fabrice Larochette 2021 La Grande Bruyère  (Mâcon-Fuissé),Chardonnay,Domaine Fabrice Larochette,2021,0,0,1,0,0,0,0,0
50407,France,"This wine is crisp and fruity. It has attractive acidity, a nice touch of spice and a backbone of minerality. The juiciness leaves a bright, crisp aftertaste.",,86,23.0,Burgundy,Pouilly-Fuissé,Domaine Ferret 2020  Pouilly-Fuissé,Chardonnay,Domaine Ferret,2020,0,0,1,0,0,0,0,0
50413,France,"With Chardonnay from Provence the dominant partner in this blend with Burgundian Chardonnay, this wine is soft and unoaked, with melon and yellow fruit flavors. It has light acidity, enough to give the wine freshness. It is ready to drink.",100 Series,86,15.0,France Other,Vin de France,Simonnet-Febvre 2020 100 Series Chardonnay (Vin de France),Chardonnay,Simonnet-Febvre,2020,0,0,0,0,1,0,0,0
50415,France,"A simple, straightforward wine, this has an attractive mineral, tangy texture to go with the bright citrus fruit. Crisp and refreshing, it is ready to drink.",Vieilles Vignes,86,20.0,Burgundy,Bourgogne,Château de Santenay 2020 Vieilles Vignes  (Bourgogne),Chardonnay,Château de Santenay,2020,0,0,1,0,0,0,0,0
50420,France,"This wine is light and fruity with citrus and red apples. It misses out on crispness, giving a more rounded character. It should be kept for a few months and drunk from 2021.",,86,16.0,Burgundy,Mâcon-Charnay,Domaine Pascal et Mireille Renaud 2021  Mâcon-Charnay,Chardonnay,Domaine Pascal et Mireille Renaud,2021,0,0,1,0,0,0,0,0
50425,France,"Light and fruity, this is an easy, immediately accessible wine. Soft apple and creamed-pear flavors are balanced with acidity and a ripe aftertaste. Drink now.",,86,15.0,Burgundy,Mâcon-Villages,Patriarche Père et Fils 2021  Mâcon-Villages,Chardonnay,Patriarche Père et Fils,2021,0,0,1,0,0,0,0,0
50427,France,"Ripe and full, this is an apricot-and melon-flavored wine. With this ripeness comes a soft texture that offers some warm acidity and a perfumed aftertaste. From 50+-year-old vines, the wine is attractive now and ready to drink.",Domaine des Granges,86,20.0,Burgundy,Pouilly-Fuissé,Jean-Paul Paquet 2020 Domaine des Granges  (Pouilly-Fuissé),Chardonnay,Jean-Paul Paquet,2020,0,0,1,0,0,0,0,0
50428,France,"The fruit here is attractive, pears and white currants on top of pink grapefruit and orange zest. It shows its structure and its tense minerality only slowly, allowing the acidity to give it a lift and vibrancy. This is a wine that is still young, still smoothing out its hard edges.",Domaine Long-Depaquit Les Vaucopins Premier Cru,91,60.0,Burgundy,Chablis,Albert Bichot 2012 Domaine Long-Depaquit Les Vaucopins Premier Cru  (Chablis),Chardonnay,Albert Bichot,2012,0,0,1,0,0,0,0,0
50524,France,"Very concentrated and closed up, like a coil. The intense green fruit is followed by plum skins. Crispness, dry but fresh, comes alongside a powerful explosion of flavors.",Domaine Long-Depaquit Vaudésirs Grand Cru,92,81.0,Burgundy,Chablis,Albert Bichot 2011 Domaine Long-Depaquit Vaudésirs Grand Cru  (Chablis),Chardonnay,Albert Bichot,2011,0,0,1,0,0,0,0,0
50529,France,"Steeliness exemplified in wine. This is crisp and structured, complex with its green fruits, structured acidity and touch of caramel and kiwi. It's the acidity that shows at the moment; needs 4–5 years.",Montée de Tonnerre Premier Cru,92,52.0,Burgundy,Chablis,La Chablisienne 2011 Montée de Tonnerre Premier Cru  (Chablis),Chardonnay,La Chablisienne,2011,0,0,1,0,0,0,0,0
50533,France,"Generous in style, with great freshness. The flavors are rich, touched by caramel, ripe white currants and some spice. A fine, red apple skin structure comes through to finish.",Montmains Premier Cru,91,46.0,Burgundy,Chablis,Jean-Marc Brocard 2011 Montmains Premier Cru  (Chablis),Chardonnay,Jean-Marc Brocard,2011,0,0,1,0,0,0,0,0
50543,France,"This is the second wine from the Château Grenouilles vineyard, very fresh, but at the same time weighty and concentrated, with wood, caramel and generous fruits. Age for 5 years.",Les Fiefs de Grenouilles Grand Cru,91,75.0,Burgundy,Chablis,La Chablisienne 2011 Les Fiefs de Grenouilles Grand Cru  (Chablis),Chardonnay,La Chablisienne,2011,0,0,1,0,0,0,0,0
50581,France,"A fruity wine, it has fresh citrus and pear flavors. It is very light with just hints of texture. Drink now.",,83,16.0,Burgundy,Petit Chablis,Domaine L. Chatelain 2018  Petit Chablis,Chardonnay,Domaine L. Chatelain,2018,0,0,1,0,0,0,0,0
50620,France,"Juicy and fruity, this has apple and lemon flavors that combine with a steely edge. It's refreshing and crisp, with a bright, lively character, and a tang on the finish.",La Sereine,88,26.0,Burgundy,Chablis,La Chablisienne 2016 La Sereine  (Chablis),Chardonnay,La Chablisienne,2016,0,0,1,0,0,0,0,0
50623,France,"Ripe and full bodied, this is a wine that reflects the softness of the vintage. Aged in wood, it has a rounded texture, with spice, apricot and pineapple flavors, finishing with a touch of acidity.",Le Charmois Premier Cru,88,34.0,Burgundy,Saint-Aubin,Michel Picard 2015 Le Charmois Premier Cru  (Saint-Aubin),Chardonnay,Michel Picard,2015,0,0,1,0,0,0,0,0
50626,France,"Opulent and ripe, full bodied and rich, this has notes of toast and spice as well as apricot and pear flavors. With its balanced character, it can be consumed now, but it will also age for another year.",Domaine Beranger,88,29.0,Burgundy,Pouilly-Fuissé,Georges Duboeuf 2016 Domaine Beranger  (Pouilly-Fuissé),Chardonnay,Georges Duboeuf,2016,0,0,1,0,0,0,0,0
50831,France,"A delicious, mineral structured wine, very pure. The acidity is a great layer going through the textured white fruits, the wood just there as a subtle support.",,89,68.0,Burgundy,Puligny-Montrachet,Chanson Père et Fils 2013  Puligny-Montrachet,Chardonnay,Chanson Père et Fils,2013,0,0,1,0,0,0,0,0
50832,France,"Soft in character and rounded, this is a full-bodied wine, feeling fat and gently textured. The yellow fruits are sweet, ripe, buoyed by wood and finishing with attractive acidity.",Domaine des Deux Roches Les Cras,89,43.0,Burgundy,Saint-Véran,Collovray et Terrier 2014 Domaine des Deux Roches Les Cras  (Saint-Véran),Chardonnay,Collovray et Terrier,2014,0,0,1,0,0,0,0,0
50833,France,"Swathes of ripe fruit over a broad layer of wood, a generous, opulent character, ripe, the spice from wood giving a good, rich final character.",Cray vers Vaux,89,42.0,Burgundy,Mâcon-Lugny,Jean Rijckaert 2014 Cray vers Vaux  (Mâcon-Lugny),Chardonnay,Jean Rijckaert,2014,0,0,1,0,0,0,0,0
50984,France,"This wine is rich, concentrated and ripe. With its opulent mix of yellow fruits, citrus and sliced apple—a real fruit salad—it is also balanced with spice and wood flavors. The fruit is rich and will develop well. Drink this from 2024.",,96,206.0,Burgundy,Bienvenues Bâtard-Montrachet,Domaine Faiveley 2020  Bienvenues Bâtard-Montrachet,Chardonnay,Domaine Faiveley,2020,0,0,1,0,0,0,0,0
50988,France,"Initially showing considerable wood flavors, this wine hints at its rich fruit through its weight and concentration. Spice, toast and beautifully ripe yellow fruits are slowly coming together and will harmonize with time to showcase a rich, opulent and impressive selection. Drink from 2022.",,95,113.0,Burgundy,Corton Vergennes,Chanson Père et Fils 2019  Corton Vergennes,Chardonnay,Chanson Père et Fils,2019,0,0,1,0,0,0,0,0
51147,France,"The Barrel Selection certainly has no qualms about hiding its true colors. The nose offers ripe stone fruit supported by hints of butter and cream, while the mouth presents a prickly acidity and clean citrus flavors that prevent the wine from landing with a thud. A solid selection that will pair well with most poultry dishes.",Barrel Selection,86,21.0,Languedoc-Roussillon,Vin de Pays d'Oc,La Forge Estate 2013 Barrel Selection Chardonnay (Vin de Pays d'Oc),Chardonnay,La Forge Estate,2013,0,0,0,0,0,1,0,0
51160,France,"White wines are rare in the Côte de Nuits and this wine is as structured as many reds. It does have strong toast flavors, a juicy citrus character and pear flavors. They go with an apple skin and spice aftertaste, laced with acidity. Drink until 2022.",Les Monts de Boncourt,91,52.0,Burgundy,Côtes de Nuits Villages,Domaine de Bellene 2017 Les Monts de Boncourt  (Côtes de Nuits Villages),Chardonnay,Domaine de Bellene,2017,0,0,1,0,0,0,0,0
51287,France,"L'Homme Mort is a northern extension of the Fourchaume Premier Cru vineyard, so called because this was where a local lord dispensed justice by death. It often produces cooler wines such as this. It is tight, with toasted bread hints and with a strongly tangy character. It does need to develop and shouldn't be drunk before 2022.",L'Homme Mort Premier Cru,91,36.0,Burgundy,Chablis,Domaine Chenevières 2020 L'Homme Mort Premier Cru  (Chablis),Chardonnay,Domaine Chenevières,2020,0,0,1,0,0,0,0,0
51303,France,"From old vines, this rich and concentrated wine is dominated by ripe apple and pear flavors. They combine with the well-judged toastiness from wood aging to give a full, dense wine will age well. Drink from 2022.",Les Vaillons Vieilles Vignes Premier Cru,91,42.0,Burgundy,Chablis,Domaine Laroche 2019 Les Vaillons Vieilles Vignes Premier Cru  (Chablis),Chardonnay,Domaine Laroche,2019,0,0,1,0,0,0,0,0
51341,France,"Fruity and attractively wood aged, this is soft and round, with a bright edge of acidity that brings out the taut, refreshing finish.",,85,18.0,Burgundy,Bourgogne,Albert Bichot 2016  Bourgogne,Chardonnay,Albert Bichot,2016,0,0,1,0,0,0,0,0
51480,France,"Smoky and with strong wood flavors, this wine also has an attractive crisper edge that gives it a bright character. A lively wine, it's both rich and crisp. Drink now.",Vieilles,87,21.0,Burgundy,Viré-Clessé,Meurgey-Croses 2021 Vieilles  (Viré-Clessé),Chardonnay,Meurgey-Croses,2021,0,0,1,0,0,0,0,0
51486,France,"This soft, ripe wine has good apricot and peach flavors alongside the crisper citrus acidity. It is spicy, fruity and ready to drink.",Vignes Blances,87,28.0,Burgundy,Pouilly-Fuissé,Château de Beauregard 2021 Vignes Blances  (Pouilly-Fuissé),Chardonnay,Château de Beauregard,2021,0,0,1,0,0,0,0,0
51487,France,"Beaujolais Blanc is effectively Burgundy-type Chardonnay but from the southern neighbor Beaujolais region. This wine, with its ripe and creamy texture, has the same rich character as a Mâcon wine. It is smooth and soft from a warm vintage for white wines. Drink this wine now.",Les Vignes de la Roche,87,19.0,Beaujolais,Beaujolais Blanc,Château de Lavernette 2021 Les Vignes de la Roche  (Beaujolais Blanc),Chardonnay,Château de Lavernette,2021,0,1,0,0,0,0,0,0
